,,Sri Dharani Wines
,,Closing Stock, (ALL PACKS)
,,As on: 03/04/2026
Sl.,Item,Brand,Pack,Code,BPC,MRP,Godown,Shop,BarCode
557,RUM,BACARDI CARTA BLANCA RUM,60,184.6,150,83.00,0.050,0.021,"8902136020049"
558,RUM,BACARDI GINGER RUM,750,751.1,12,1062.00,0.000,0.000,"8905664004260"
559,RUM,BACARDI GINGER RUM,375,751.2,24,531.00,0.000,0.000,"8905664004277"
560,RUM,BACARDI GINGER RUM,180,751.3,48,264.00,0.000,0.000,"8905664004284"
561,RUM,BACARDI GOLD RUM,750,219.1,12,912.00,0.000,0.000,"8902136014017"
562,RUM,BACARDI GUVA ORIGINAL RUM,750,245.1,12,1036.00,0.000,0.009,"8902136060267"
563,RUM,BACARDI GUVA ORIGINAL RUM,375,245.2,24,520.00,0.000,0.009,"8902136060274"
564,RUM,BACARDI GUVA ORIGINAL RUM,180,245.3,48,255.00,0.000,0.019,"8902136060281"
565,RUM,BACARDI LIMON RUM,750,102.1,12,1036.00,1.000,0.003,"8902136003264"
566,RUM,BACARDI LIMON RUM,375,102.2,24,520.00,0.000,1.007,"8902136003271"
567,RUM,BACARDI LIMON RUM,180,102.3,48,255.00,0.000,0.000,"8902136003288"
568,RUM,BACARDI LIMON RUM,60,102.6,150,89.00,0.025,0.007,"8902136003295"
569,RUM,BACARDI MANGO CHILLI RUM,750,129.1,12,1062.00,1.000,0.000,"8905664014016"
570,RUM,BACARDI MANGO CHILLI RUM,375,129.2,24,531.00,0.000,0.008,"8905664014023"
571,RUM,BACARDI MANGO CHILLI RUM,180,129.3,48,264.00,0.000,0.016,"8905664014030"
572,RUM,BACARDI OCHO RUM,750,401.1,12,4061.00,0.000,0.000,"7610113001387"
573,RUM,BACARDI ORANGE RUM,750,238.1,12,1036.00,0.000,0.011,"8902136009266"
574,RUM,BACARDI ORANGE RUM,375,238.2,24,520.00,0.000,0.008,"8902136009273"
575,RUM,BACARDI ORANGE RUM,180,238.3,48,255.00,0.000,0.019,"8902136009280"
576,RUM,BACARDI ORANGE RUM,60,238.6,150,89.00,0.025,0.012,"8902136009297"
577,RUM,BLACK LABEL RUM,750,712.1,12,240.00,0.000,0.000,"8904011600827"
578,RUM,BLACK LABEL RUM,375,712.2,24,120.00,0.000,0.000,""
579,RUM,BLACK LABEL RUM,180,712.3,48,60.00,0.000,0.000,""
580,RUM,BLACKBY BACARDI CLAS RUM,750,361.1,12,574.00,0.000,0.007,"8902136855016"
581,RUM,BLACKBY BACARDI CLAS RUM,375,361.2,24,287.00,0.000,0.011,"8902136855023"
582,RUM,BLACKBY BACARDI CLAS RUM,180,361.3,48,141.00,0.000,0.024,"8902136855030"
583,RUM,CABO COCONUT WHITE RUM,750,20.1,12,846.00,0.000,0.011,"8906037280090"
584,RUM,CALENTER PREMIUM RUM,750,896.1,12,569.00,0.000,0.000,""
585,RUM,CAMIKARA AGRICOLE 3Y AGED,750,609.1,12,2400.00,0.000,0.000,""
586,RUM,CAPTAIN MORGAN RUM,750,325.1,12,672.00,0.000,0.000,""
587,RUM,EASTCOAST XXX RUM,750,554.1,12,598.00,0.000,0.000,"8906178910542"
588,RUM,EMBARGO ANEJO BLANCO,700,994.1,12,4488.00,0.000,0.000,"3770005053031"
589,RUM,GOAT LEMON RUM,750,474.1,12,950.00,0.000,0.000,""
590,RUM,GOAT PREMIUM WHITE RUM,750,494.1,12,875.00,0.000,0.000,""
591,RUM,HAVANA CLUB 3YO RUM,700,440.1,6,3928.00,0.000,0.000,""
592,RUM,HERCULES 3X DELUX RUM,750,79.1,12,760.00,0.000,0.000,"8901503130947"
593,RUM,HERCULES 3X DELUX RUM,180,79.3,48,174.00,0.000,0.000,""
594,RUM,HERCULES BIANCO WHITE RUM,750,84.1,12,760.00,0.000,0.000,"8901503120849"
595,RUM,HERCULES BIANCO WHITE RUM,180,84.3,48,174.00,0.000,0.000,""
596,RUM,MCDOWELL OLD CASK XXX RUM,1000,81.4,9,624.00,0.000,1.000,"8906111450708"
597,RUM,MCDOWELL OLD CASK XXX RUM,750,81.1,12,470.00,0.000,0.009,"8906111450692"
598,RUM,MCDOWELL OLD CASK XXX RUM,500,81.5,18,315.00,0.000,1.000,"8906111450685"
599,RUM,MCDOWELL OLD CASK XXX RUM,375,81.2,24,237.00,1.000,0.000,"8906111450678"
600,RUM,MCDOWELL OLD CASK XXX RUM,180,81.3,48,114.00,0.024,0.000,"8906111450661"
601,RUM,MCDOWELL OLD CASK XXX RUM,90,81.7,96,58.00,0.024,0.002,"8906111450654"
602,RUM,MCDOWELLS NO1 SPL RES RUM,750,511.1,12,500.00,0.000,0.000,""
603,RUM,MCDOWELLS PREM CITRON RUM,750,162.1,12,1007.00,0.000,0.006,"8902967403899"
604,RUM,MCDOWELLS PREM CITRON RUM,180,162.3,48,256.00,0.000,0.001,"8902967403905"
605,RUM,MCDOWELLS PREM DARK RUM,750,220.1,12,813.00,0.000,0.005,"8902967403875"
606,RUM,MCDOWELLS PREM DARK RUM,180,220.3,48,206.00,0.000,0.025,"8902967403882"
607,RUM,MOUNT GAY RUM ECLIPSE,700,468.1,6,3586.00,0.000,0.000,"9501007100508"
608,RUM,OCHRE SB MANGO CITRON RUM,750,767.1,12,1380.00,1.000,0.005,"8904018803405"
609,RUM,OLD CRUIZE SUPER XXX RUM,500,683.1,18,288.00,0.000,0.000,""
610,RUM,OLD CRUIZE SUPER XXX RUM,60,683.5,150,36.00,0.000,0.000,""
611,RUM,OLD MONK AMBER MELLOW RUM,750,887.1,12,1250.00,0.000,0.000,"8901131780033"
612,RUM,OLD MONK APPLE RUM,750,392.1,12,800.00,0.000,0.000,"8901131830035"
613,RUM,OLD MONK COFFEE XO RUM,750,888.1,12,1250.00,0.000,0.006,"8901131723474"
614,RUM,OLD MONK COFFEE XO RUM,180,888.3,48,315.00,0.000,0.000,""
615,RUM,OLD MONK GOLD RESERVE RUM,750,174.1,12,800.00,0.000,0.000,"8901131456785"
616,RUM,OLD MONK LEGEND RUM,750,265.1,12,1020.00,0.000,0.009,"8901131740051"
617,RUM,OLD MONK LEGEND RUM,180,265.3,48,255.00,0.000,0.009,"8901131810044"
618,RUM,OLD MONK LEMON RUM,750,393.1,12,800.00,0.000,0.000,""
619,RUM,OLD MONK RUM,750,152.1,12,520.00,4.000,0.007,"8901131720732"
620,RUM,OLD MONK RUM,500,152.5,18,345.00,0.000,0.008,"8901131721302"
621,RUM,OLD MONK RUM,375,152.2,24,260.00,1.000,1.008,"8901131720749"
622,RUM,OLD MONK RUM,180,152.3,48,130.00,3.000,0.030,"8901131720756"
623,RUM,OLD MONK RUM,90,152.7,100,65.00,3.000,0.052,""
624,RUM,OLD MONK SUPREME VAT RUM,750,263.1,12,850.00,0.000,0.000,"8901131199439"
625,RUM,OLD MONK WHITE RUM,750,147.1,12,800.00,0.000,0.000,"8901131199606"
626,RUM,ROCK PAPER RUM COASTAL WT,750,115.1,12,840.00,0.000,0.000,"8906184500119"
627,RUM,ROCK PAPER RUM COASTAL WT,180,115.3,48,210.00,0.000,0.000,"8906184500072"
628,RUM,ROCK PAPER RUM INDIAN SPI,750,111.1,12,990.00,0.000,0.000,"8906184500102"
629,RUM,ROCK PAPER RUM INDIAN SPI,180,111.3,48,250.00,0.000,0.000,"8906184500065"
630,RUM,ROCK PAPER RUM ROAST COFF,750,112.1,12,990.00,0.000,0.000,"8906184500010"
631,RUM,ROCK PAPER RUM ROAST COFF,180,112.3,48,250.00,0.000,0.000,"8906184500027"
632,RUM,ROCK PAPER RUM T COCONUT,750,113.1,12,990.00,0.000,0.000,"8906184500003"
633,RUM,ROCK PAPER RUM T COCONUT,180,113.3,48,250.00,0.000,0.000,"8906184500034"
634,RUM,ROCK PAPER RUM ZESTY LEMO,750,114.1,12,990.00,0.000,0.000,"8906184500089"
635,RUM,ROCK PAPER RUM ZESTY LEMO,180,114.3,48,250.00,0.000,0.000,"8906184500041"
636,RUM,SATIWA HEMP CRAFT RUM,750,91.1,12,1800.00,0.000,0.000,"8904018802033"
637,RUM,SATIWA HEMP CRAFT RUM,180,91.3,48,400.00,0.000,0.000,""
638,RUM,SITARA BOTANICAL RUM,750,457.1,12,1500.00,0.000,0.000,""
639,SCOTCH,100 PIPERS 12YRS SCOTCH,750,151.1,12,2290.00,0.000,0.000,"8901522000368"
640,SCOTCH,100 PIPERS SCOTCH WHISKY,750,48.1,12,1700.00,0.000,0.006,"8901522000405"
641,SCOTCH,100 PIPERS SCOTCH WHISKY,375,48.2,24,850.00,0.000,0.000,"8901522001402"
642,SCOTCH,100 PIPERS SCOTCH WHISKY,180,48.3,48,420.00,0.000,0.002,"8901522002409"
643,SCOTCH,100 PIPERS SCOTCH WHISKY,60,48.6,150,150.00,0.000,0.000,"8901522004403"
644,SCOTCH,ABERFELDY 12 YRS SCOTCH,750,402.1,6,5966.00,0.000,0.000,"5000277003457"
645,SCOTCH,AULTMORE 12 YRS SCOTCH,700,224.1,12,6330.00,0.000,0.000,"5000277000265"
646,SCOTCH,BALLANTINE 7YRS OLD WHY,750,757.1,6,3170.00,0.000,0.000,"5000299628096"
647,SCOTCH,BALLANTINES SCOTCH WHISKY,750,166.1,12,2280.00,0.000,0.009,"5010106111451"
648,SCOTCH,BALLANTINES SCOTCH WHISKY,200,166.3,24,670.00,0.000,0.022,"5010106113493"
649,SCOTCH,BALLANTINES SCOTCH WHISKY,50,166.6,120,200.00,0.000,0.021,"5010106113912"
650,SCOTCH,BARRHEADS ONE SPEYSIDE SM,700,916.1,12,4918.00,0.000,0.000,"8906052776561"
651,SCOTCH,BLACK & WHITE SCOTCH WHY,750,17.1,12,1761.00,1.000,0.004,"8901655109129"
652,SCOTCH,BLACK & WHITE SCOTCH WHY,180,17.3,48,448.00,0.024,0.016,"8901655109150"
653,SCOTCH,BLACK & WHITE SCOTCH WHY,60,17.6,150,168.00,0.000,0.055,"8901655109259"
654,SCOTCH,BLACK BOTTLE BLEND SC WKY,700,967.1,12,4050.00,0.000,0.000,"5029704111442"
655,SCOTCH,BLACK DOG CENTENARY,2000,363.8,4,3868.00,0.000,0.000,"8902967100415"
656,SCOTCH,BLACK DOG CENTENARY,750,363.1,12,1677.00,0.000,0.006,"8902967100439"
657,SCOTCH,BLACK DOG CENTENARY,375,363.2,24,842.00,0.000,0.000,"8902967100446"
658,SCOTCH,BLACK DOG CENTENARY,180,363.3,48,419.00,0.000,0.013,"8902967100620"
659,SCOTCH,BLACK DOG CENTENARY,60,363.6,150,156.00,0.000,0.010,"8902967100460"
660,SCOTCH,BLACK DOG SCOTCH WHISKY,2000,59.8,4,5633.00,0.000,0.000,"8902967100545"
661,SCOTCH,BLACK DOG SCOTCH WHISKY,750,59.1,12,2337.00,0.000,0.000,"8902967100484"
662,SCOTCH,BLACK DOG SCOTCH WHISKY,375,59.2,24,1170.00,0.000,0.000,"8902967100491"
663,SCOTCH,BLACK DOG SCOTCH WHISKY,180,59.3,48,574.00,0.000,0.000,"8902967100613"
664,SCOTCH,BLACK DOG SCOTCH WHISKY,60,59.6,150,204.00,0.000,0.000,"8902967100514"
665,SCOTCH,BOWMORE ISLAY SIG MAL 12Y,700,542.1,6,5970.00,0.000,0.000,"5010496080818"
666,SCOTCH,CAOLILA AGED SINGLE MALT,750,398.1,6,6123.00,0.000,0.000,"5000281016313"
667,SCOTCH,CHIVAS REG GOLD 18 YEARS,750,202.1,6,8340.00,0.000,0.000,"5000299225028"
668,SCOTCH,CHIVAS REGAL AGED 15 SCOT,750,65.1,6,6102.00,0.000,0.000,"5000299622094"
669,SCOTCH,CHIVASREGAL SCOTCH WHISKY,750,167.1,12,3970.00,0.000,0.003,"5000299635643"
670,SCOTCH,CHIVASREGAL SCOTCH WHISKY,200,167.3,24,1270.00,0.000,0.000,"080432400364"
671,SCOTCH,CHIVASREGAL SCOTCH WHISKY,50,167.6,120,359.00,0.000,0.000,"080432400340"
672,SCOTCH,COPPER DOG SPEYSIDE SCOTC,700,93.1,6,4304.00,0.000,0.000,"5000267165493"
673,SCOTCH,CRAGGANMORE SIN MALT SCOT,750,670.1,6,5223.00,0.000,0.000,"5000281002897"
674,SCOTCH,CRAIGELLACHIE 13YRS WHY,700,230.1,12,6000.00,0.000,0.000,""
675,SCOTCH,CUTTY SARK SCOTCH WHISKY,1000,161.4,12,2486.00,0.000,0.006,""
676,SCOTCH,CUTTY SARK SCOTCH WHISKY,750,161.1,12,1368.00,0.000,0.000,""
677,SCOTCH,DALWHINNIE HIGLAND SINGLE,750,671.1,6,7343.00,0.000,0.000,"5000281002880"
678,SCOTCH,DEWARS 15 YRS SCOTCH,750,283.1,12,4800.00,0.000,0.000,"5000277005130"
679,SCOTCH,DEWARS AGED 18 YRS,750,287.1,6,8300.00,0.000,0.000,"5000277001774"
680,SCOTCH,DEWARS BLE SCOTCH 21 YRS,500,306.3,6,11000.00,0.000,0.000,"7640171033013"
681,SCOTCH,DEWARS PORTUGUESE SMOOTH,700,305.1,6,2704.00,0.000,0.000,""
682,SCOTCH,DEWARS SPL 12YRS SCOTCH,750,222.1,12,4062.00,0.000,0.000,"5000277002535"
683,SCOTCH,DEWARS WHITE LABEL SCOTCH,750,221.1,12,1634.00,0.000,0.000,"8902136856013"
684,SCOTCH,DEWARS WHITE LABEL SCOTCH,375,221.2,24,832.00,0.000,0.000,"8902136856020"
685,SCOTCH,DEWARS WHITE LABEL SCOTCH,180,221.3,48,416.00,0.000,0.000,"8902136856037"
686,SCOTCH,DEWARS WHITE LABEL SCOTCH,60,221.6,150,142.00,0.000,0.000,"8902136856044"
687,SCOTCH,GLENFIDDICH 12 Y O SM S W,700,583.1,12,5885.00,0.000,0.000,"5010327000176"
688,SCOTCH,GLENFIDDICH 15 Y O SM S W,700,46.1,12,8500.00,0.000,0.000,"5010327325125"
689,SCOTCH,GLENGRANT SINGLE MALT 10Y,750,631.1,6,4440.00,0.000,0.000,"8000432620878"
690,SCOTCH,GLENGRANT SINGLE MALT 12Y,750,945.1,6,4920.00,0.000,0.000,"721059002349"
691,SCOTCH,GLENKINCHIE SINGLE MALT,750,399.1,6,5954.00,0.000,0.000,"5000281021980"
692,SCOTCH,GLENLIVET 12 YRS SCOTCH,700,182.1,6,5660.00,0.000,0.000,"080432402825"
693,SCOTCH,GLENLIVET 12 YRS SCOTCH,50,182.6,120,0.00,0.000,0.000,""
694,SCOTCH,GLENLIVET 15 YRS SCOTCH,700,183.1,6,8100.00,0.000,0.000,"5000299295021"
695,SCOTCH,GLENLIVET CARIBEAN SCOT,700,217.1,6,4970.00,0.000,0.000,"5000299627471"
696,SCOTCH,GLENMORANGIE 10YRS SCOTCH,750,310.1,6,5273.00,0.000,0.000,""
697,SCOTCH,GLENMORANGIE LASANTA,750,469.1,6,5616.00,0.000,0.000,""
698,SCOTCH,GRANTS TRIPLE WOOD B S WY,750,585.1,12,2105.00,0.000,0.000,"5010327000046"
699,SCOTCH,J & B RARE SCOTCH WHISKY,750,339.1,12,2319.00,0.000,0.004,"5010103800303"
700,SCOTCH,J & B RARE SCOTCH WHISKY,200,339.3,48,684.00,0.000,0.000,""
701,SCOTCH,J D TENNESSEE APPLE WKY,750,929.1,12,4410.00,0.000,0.000,"082184004371"
702,SCOTCH,J W BLONDE BLENDED SC WKY,700,944.1,12,2993.00,0.000,0.000,"5000267190525"
703,SCOTCH,JACK DANIELS GM JACK WHY,750,612.1,12,5537.00,0.000,0.000,"082184038727"
704,SCOTCH,JACK DANIELS OLD NO.7 WHY,750,109.1,12,4415.00,0.000,0.002,"082184090466"
705,SCOTCH,JACK DANIELS OLD NO.7 WHY,375,109.2,24,2370.00,0.000,0.000,""
706,SCOTCH,JACK DANIELS OLD NO.7 WHY,200,109.3,48,1314.00,0.000,0.000,""
707,SCOTCH,JACK DANIELS OLD NO.7 WHY,50,109.6,180,341.00,0.000,0.000,"5099873046296"
708,SCOTCH,JACK DANIELS ORGINA HONEY,750,143.1,12,4410.00,0.000,0.000,"082184000335"
709,SCOTCH,JACK DANIELS ORGINAL FIRE,750,680.1,12,4414.00,0.000,0.000,""
710,SCOTCH,JAMESON IRISH CASKMATES,750,424.1,12,3270.00,0.000,0.002,"5011007025663"
711,SCOTCH,JAMESON IRISH WHISKY,750,169.1,12,2670.00,0.006,0.000,"5011007003029"
712,SCOTCH,JIM BEAM BLACK BOURBON WY,750,544.1,12,4420.00,0.000,0.000,"080686034414"
713,SCOTCH,JIM BEAM HONEY,750,965.1,12,4060.00,0.000,0.000,"5010278103186"
714,SCOTCH,JIM BEAM KENT BOURBON WHY,750,281.1,12,1960.00,0.000,1.000,"8901488000532"
715,SCOTCH,JIM BEAM KENT BOURBON WHY,180,281.3,48,485.00,0.000,0.007,"8901488000563"
716,SCOTCH,JIM BEAM KENT BOURBON WHY,60,281.6,150,132.00,0.000,0.000,""
717,SCOTCH,JIM BEAM ORANGE,750,964.1,12,4060.00,0.000,0.000,"5010278103179"
718,SCOTCH,JOHN BARR RESERVE SCOTCH,750,664.1,12,2394.00,0.000,0.000,"5013967004030"
719,SCOTCH,JOHNNIE WALKER AGE 18 YRS,750,390.1,6,9759.00,0.000,0.000,"5000267165806"
720,SCOTCH,JOHNNIE WALKER BLACK,750,385.1,12,4108.00,0.006,0.003,"5000267192185"
721,SCOTCH,JOHNNIE WALKER BLACK,200,385.3,24,1358.00,0.000,0.010,"5000267189277"
722,SCOTCH,JOHNNIE WALKER BLACK,50,385.6,192,361.00,0.000,0.020,""
723,SCOTCH,JOHNNIE WALKER BLUE,750,395.1,6,19716.00,0.000,0.000,"5000267114279"
724,SCOTCH,JOHNNIE WALKER GOLD LABEL,750,400.1,6,6279.00,0.000,0.000,"5000267107776"
725,SCOTCH,JOHNNIE WALKER RED,750,384.1,12,2426.00,0.000,0.010,"5000267188003"
726,SCOTCH,JOHNNIE WALKER RED,375,384.2,24,1288.00,0.000,0.012,"5000267189284"
727,SCOTCH,JOHNNIE WALKER RED,200,384.3,24,815.00,0.000,0.012,"5000267196367"
728,SCOTCH,JOHNNIE WALKER RED,50,384.6,192,209.00,0.000,0.043,""
729,SCOTCH,JURA SINGLE MALT 12 YEARS,700,999.1,12,7160.00,0.000,0.000,"5013967012509"
730,SCOTCH,JURA SINGLE MALT SCOTCH10,700,663.1,12,5710.00,0.000,0.000,"5013967012486"
731,SCOTCH,JW DOUBLE BLACK B ST WKY,750,518.1,12,4863.00,0.000,0.001,"5000267187853"
732,SCOTCH,JW XR BLENDED SCOTH WKY,750,530.1,6,14112.00,0.000,0.000,""
733,SCOTCH,KOMAGATAKE JAPANESE S M W,700,922.1,12,18792.00,0.000,0.000,""
734,SCOTCH,LABEL 5 BLEND SCOTCH WHY,1000,476.4,12,2280.00,0.000,0.000,""
735,SCOTCH,LAGAVULIN ISLAY S M S WKY,750,524.1,6,11908.00,0.000,0.000,"5000281005409"
736,SCOTCH,LAPHROAIG ISLAY SELECT SM,750,543.1,6,6580.00,0.000,0.001,"5010019640109"
737,SCOTCH,LONGITUDE 77 LUXURY SM WH,750,232.1,12,2100.00,0.000,0.006,""
738,SCOTCH,MAKERS MARK BOURBON WKY,750,545.1,12,5565.00,0.000,0.001,"085246502242"
739,SCOTCH,MONKEY SHOULDER BLENDED,700,675.1,6,4390.00,0.000,0.003,"5010327105215"
740,SCOTCH,OLD PARTNER WHISKY,1000,436.4,12,2224.00,0.000,0.000,"656272874926"
741,SCOTCH,PAUL JOHN BOLD WHISKY,750,42.1,12,4050.00,0.000,0.000,""
742,SCOTCH,PAUL JOHN BRILIANCE,750,43.1,12,3449.00,0.000,0.000,"8904014800972"
743,SCOTCH,PAUL JOHN EDITED,750,44.1,12,3564.00,0.000,0.000,""
744,SCOTCH,RICARD PASTIS DE MARSEILE,750,181.1,12,2200.00,0.000,0.000,""
745,SCOTCH,ROYAL BRACKLA H.LAND12YRS,700,890.1,6,10000.00,0.000,0.000,"7640171035475"
746,SCOTCH,ROYAL BRACKLA H.LAND18YRS,700,889.1,6,20000.00,0.000,0.000,""
747,SCOTCH,ROYAL SALUTE 21 YRS,700,197.1,6,17500.00,0.000,0.000,"5000299211243"
748,SCOTCH,SCOTTISH LEADER ORI BLEND,750,634.1,12,2415.00,0.000,0.000,"5029704217830"
749,SCOTCH,SEVEN LSLAND MALT WHY,750,244.1,12,4080.00,0.000,0.003,""
750,SCOTCH,SIR EDWARDS FINEST SCOTCH,750,22.1,12,2010.00,0.000,0.000,"0084279984032"
751,SCOTCH,TALISKER SINGLE MALT,750,397.1,6,5962.00,0.000,0.000,"5000281002903"
752,SCOTCH,TEACHERS 50 BL SCOTCH WHY,750,132.1,12,2280.00,0.000,0.000,"8901488000105"
753,SCOTCH,TEACHERS 50 BL SCOTCH WHY,180,132.3,48,570.00,0.000,0.000,"8901488000471"
754,SCOTCH,TEACHERS GOLD THISTLE WHY,750,97.1,12,3010.00,0.000,0.000,"8901488000570"
755,SCOTCH,TEACHERS HIGHLAND SCO WHY,1000,133.4,9,2160.00,0.000,0.008,"8901488000310"
756,SCOTCH,TEACHERS HIGHLAND SCO WHY,750,133.1,12,1660.00,0.009,0.000,"8901488000013"
757,SCOTCH,TEACHERS HIGHLAND SCO WHY,375,133.2,24,830.00,0.000,0.006,"8901488000235"
758,SCOTCH,TEACHERS HIGHLAND SCO WHY,180,133.3,48,414.00,0.000,0.020,"8901488000778"
759,SCOTCH,TEACHERS HIGHLAND SCO WHY,60,133.6,150,150.00,0.000,0.018,"8901488000051"
760,SCOTCH,TEACHERS RESERVE SCOT WHY,750,341.1,12,1910.00,0.000,0.000,"8901488000686"
761,SCOTCH,TEACHERS RESERVE SCOT WHY,375,341.2,24,960.00,0.000,0.000,"8901488000693"
762,SCOTCH,TEACHERS RESERVE SCOT WHY,180,341.3,48,478.00,0.000,0.000,"8901488000709"
763,SCOTCH,THE ARDMORE HL S M SC WKY,700,24.1,6,4295.00,0.000,0.000,"5010019637666"
764,SCOTCH,THE BALVENIE DOUBLEWOOD,700,674.1,6,6666.00,0.000,0.000,""
765,SCOTCH,THE DALMOR AGED 12 SCOTCH,700,662.1,12,12958.00,0.000,0.000,""
766,SCOTCH,THE DALMORE WOOD RHSMS WK,700,529.1,12,13559.00,0.000,0.000,"5013967013445"
767,SCOTCH,THE SINGLETON SIN MALT 12,700,523.1,6,5042.00,0.000,0.000,"5000281021621"
768,SCOTCH,THE SINGLETON SIN MALT 15,700,947.1,6,5942.00,0.000,0.000,"5000281026626"
769,SCOTCH,THE SINGLETON SIN MALT 18,700,970.1,6,12218.00,0.000,0.000,"5000281028620"
770,SCOTCH,TOKI SUNTORY WHISKY,700,541.1,6,4450.00,0.000,0.000,"4901777343504"
771,SCOTCH,VAT69 BLENDED SCOTCH WHKY,750,458.1,12,1461.00,0.000,0.004,"8901655103127"
772,SCOTCH,VAT69 BLENDED SCOTCH WHKY,375,458.2,24,788.00,0.000,0.014,"8901655103134"
773,SCOTCH,VAT69 BLENDED SCOTCH WHKY,180,458.3,48,399.00,0.000,0.011,"8901655103158"
774,SCOTCH,VAT69 BLENDED SCOTCH WHKY,60,458.6,150,156.00,0.000,0.032,"8901655103257"
775,SCOTCH,WILLIAM LAWSON'S SCOTCH,750,201.1,12,1382.00,0.000,0.000,"8902136057014"
776,SCOTCH,WILLIAM LAWSON'S SCOTCH,375,201.2,24,660.00,0.000,0.000,""
777,SCOTCH,WILLIAM LAWSON'S SCOTCH,180,201.3,48,353.00,0.000,0.000,""
778,TEQUILA,BUEN AMIGO TEQUILA SILVER,750,741.1,12,2472.00,0.000,0.000,"709565100100"
779,TEQUILA,CAMINO BIANCO TEQUILA,750,60.1,12,2865.00,0.000,0.000,"7501012916127"
780,TEQUILA,CAMINO GOLD TEQUILA,750,64.1,12,2693.00,0.000,0.000,""
781,TEQUILA,DON ANGEL TEQUILA,750,410.1,12,2834.00,0.000,0.000,"3162040111027"
782,TEQUILA,DON ANGEL TEQUILA,200,410.3,45,789.00,0.000,0.000,""
783,TEQUILA,DON JULIO BLANCO TEQUILA,700,88.1,6,7234.00,0.000,0.000,"5000281064000"
784,TEQUILA,DON JULIO REPOSADO TEQUIL,700,98.1,6,8138.00,0.000,0.000,"5000281064024"
785,TEQUILA,DOS FLAMOS BLANCO TEQUILA,750,381.1,12,2990.00,0.000,0.000,""
786,TEQUILA,EL CHARRO GOLD TEQUILA,750,953.1,12,2580.00,0.000,0.000,""
787,TEQUILA,EL JIMADOR TEQUILA BLANCO,750,691.1,12,2538.00,0.000,0.000,""
788,TEQUILA,ELCHARRO SILVER TEQUILA,750,954.1,12,2490.00,0.000,0.000,"759380113427"
789,TEQUILA,GRACIA VIVA AGAVE B BERRY,750,480.1,12,2050.00,0.000,0.000,"8906158482458"
790,TEQUILA,GRACIA VIVA AGAVE B BERRY,50,480.6,180,140.00,0.000,0.000,"8906158482465"
791,TEQUILA,GRACIA VIVA AGAVE PASSION,750,486.1,12,2050.00,0.000,0.000,"8906158482472"
792,TEQUILA,GRACIA VIVA AGAVE PASSION,50,486.6,180,140.00,0.000,0.000,"8906158482489"
793,TEQUILA,GRACIA VIVA AGAVE WILDLY,750,481.1,12,2050.00,0.000,0.000,"8906158482434"
794,TEQUILA,GRACIA VIVA AGAVE WILDLY,50,481.6,180,140.00,0.000,0.000,"8906158482441"
795,TEQUILA,LA CASABLANCA TEQUILA,750,901.1,12,1440.00,0.000,0.000,""
796,TEQUILA,LA CASABLANCA TEQUILA,375,901.2,24,740.00,0.000,0.000,"8904011613841"
797,TEQUILA,LA CASABLANCA TEQUILA,180,901.3,48,375.00,0.000,0.000,"8904011613858"
798,TEQUILA,PATRON REPOSADO TEQUILA,750,243.1,12,8500.00,0.000,0.000,"721733000159"
799,TEQUILA,PATRON REPOSADO TEQUILA,200,243.3,12,1800.00,0.000,0.000,""
800,TEQUILA,PATRON SILVER TEQUILA,750,242.1,12,7500.00,0.000,0.000,"721733000029"
801,TEQUILA,PATRON SILVER TEQUILA,200,242.3,12,1560.00,0.000,0.000,""
802,TEQUILA,TERESA DEL CAST TEQUILA,700,950.1,6,2852.00,0.000,0.000,"3162049400573"
803,TEQUILA,THE WAREHOUSE TEQUILA,750,157.1,12,1350.00,0.000,1.000,"8904011606621"
804,TEQUILA,THE WAREHOUSE TEQUILA,375,157.2,24,700.00,0.000,0.005,"8904011606645"
805,TEQUILA,THE WAREHOUSE TEQUILA,180,157.3,48,350.00,0.000,0.013,"8904011606652"
806,TEQUILA,THE WAREHOUSE TEQUILA,60,157.6,150,120.00,0.000,0.000,"8904011606676"
807,TEQUILA,TINTO HERI CASHEW FENI,500,257.5,18,924.00,0.000,0.000,"8906037280304"
808,TEQUILA,TULUM TEQUILA,750,356.1,12,1300.00,0.000,0.000,""
809,VODKA,ABSOLUT CITRON VODKA,750,178.1,12,2420.00,0.000,0.001,"7312040090754"
810,VODKA,ABSOLUT MANDRIN VODKA,750,179.1,12,2420.00,0.000,0.000,"7312040050758"
811,VODKA,ABSOLUT PLAIN VODKA,750,176.1,12,2270.00,0.000,0.000,"7312040017010"
812,VODKA,ABSOLUT PLAIN VODKA,200,176.3,24,670.00,0.000,0.000,"7312040017201"
813,VODKA,ABSOLUT PLAIN VODKA,50,176.6,120,216.00,0.000,0.000,"7312040017508"
814,VODKA,ABSOLUT VODKA GRAPEFRUIT,750,442.1,12,2420.00,0.000,0.000,"7312040552160"
815,VODKA,ABSOLUT VODKA LIME,750,443.1,12,2420.00,0.000,0.000,"7312040551675"
816,VODKA,ABSOLUT VODKA RASPBERRY,750,441.1,12,2420.00,0.000,0.000,"7312040350063"
817,VODKA,ARIES PRIDE GUAVA VODKA,750,595.1,12,600.00,0.000,0.000,""
818,VODKA,ARIES PRIDE LEMON VODKA,750,596.1,12,600.00,0.000,0.000,""
